Question,Subject,Chapter,Years_Appeared,Frequency,Average_Marks,,Priority,Is_Augmented,Source_Question
"To summarize, describe embedded antenna.",Antennas and Propagation,13. Antennas for special applications,Winter 2024,1,4,,Low,TRUE,Explain embedded antenna.
"In brief, discuss embedded antenna.",Antennas and Propagation,13. Antennas for special applications,Winter 2024,1,4,,Low,TRUE,Explain embedded antenna.
"Concisely, discuss embedded antenna.",Antennas and Propagation,13. Antennas for special applications,Winter 2024,1,4,,Low,TRUE,Explain embedded antenna.
"Briefly, discuss embedded antenna.",Antennas and Propagation,13. Antennas for special applications,Winter 2024,1,4,,Low,TRUE,Explain embedded antenna.
"To summarize, explain the experimental setup for the measurement of Gain of antenna under test and enlist antenna gain methods.",Antennas and Propagation,14. Antennas measurements,"Winter 2021, Winter 2022, Summer 2023, Winter 2023, Winter 2024, Summer 2025, Winter 2025",7,6.14,,High,TRUE,Explain the experimental setup for the measurement of Gain of antenna under test and enlist antenna gain methods.
"Concisely, explain the experimental setup for the measurement of Gain of antenna under test and enlist antenna gain methods.",Antennas and Propagation,14. Antennas measurements,"Winter 2021, Winter 2022, Summer 2023, Winter 2023, Winter 2024, Summer 2025, Winter 2025",7,6.14,,High,TRUE,Explain the experimental setup for the measurement of Gain of antenna under test and enlist antenna gain methods.
"Briefly, explain the experimental setup for the measurement of Gain of antenna under test and enlist antenna gain methods.",Antennas and Propagation,14. Antennas measurements,"Winter 2021, Winter 2022, Summer 2023, Winter 2023, Winter 2024, Summer 2025, Winter 2025",7,6.14,,High,TRUE,Explain the experimental setup for the measurement of Gain of antenna under test and enlist antenna gain methods.
"In short, describe the experimental setup for the measurement of Gain of antenna under test and enlist antenna gain methods.",Antennas and Propagation,14. Antennas measurements,"Winter 2021, Winter 2022, Summer 2023, Winter 2023, Winter 2024, Summer 2025, Winter 2025",7,6.14,,High,TRUE,Explain the experimental setup for the measurement of Gain of antenna under test and enlist antenna gain methods.
"In brief, explain the experimental setup for the measurement of Gain of antenna under test and enlist antenna gain methods.",Antennas and Propagation,14. Antennas measurements,"Winter 2021, Winter 2022, Summer 2023, Winter 2023, Winter 2024, Summer 2025, Winter 2025",7,6.14,,High,TRUE,Explain the experimental setup for the measurement of Gain of antenna under test and enlist antenna gain methods.
Describe phase measurement method used in antenna system thoroughly.,Antennas and Propagation,14. Antennas measurements,"Summer 2024, Winter 2025",2,5,,High,TRUE,Describe phase measurement method used in antenna system in detail.
"In brief, describe phase measurement method used in antenna system thoroughly.",Antennas and Propagation,14. Antennas measurements,"Summer 2024, Winter 2025",2,5,,High,TRUE,Describe phase measurement method used in antenna system in detail.
"To summarize, explain phase measurement method used in antenna system in detail.",Antennas and Propagation,14. Antennas measurements,"Summer 2024, Winter 2025",2,5,,High,TRUE,Describe phase measurement method used in antenna system in detail.
"In brief, explain phase measurement method used in antenna system in detail.",Antennas and Propagation,14. Antennas measurements,"Summer 2024, Winter 2025",2,5,,High,TRUE,Describe phase measurement method used in antenna system in detail.
"Briefly, describe phase measurement method used in antenna system in depth.",Antennas and Propagation,14. Antennas measurements,"Summer 2024, Winter 2025",2,5,,High,TRUE,Describe phase measurement method used in antenna system in detail.
Obtain the equation of measurement of Impedance of Antenna under test (AUT) using slotted line.,Antennas and Propagation,14. Antennas measurements,Winter 2023,1,4,,Low,TRUE,Derive the equation of measurement of Impedance of Antenna under test (AUT) using slotted line.
"To summarize, obtain the equation of measurement of Impedance of Antenna under test (AUT) using slotted line.",Antennas and Propagation,14. Antennas measurements,Winter 2023,1,4,,Low,TRUE,Derive the equation of measurement of Impedance of Antenna under test (AUT) using slotted line.
"In short, deduce the equation of measurement of Impedance of Antenna under test (AUT) using slotted line.",Antennas and Propagation,14. Antennas measurements,Winter 2023,1,4,,Low,TRUE,Derive the equation of measurement of Impedance of Antenna under test (AUT) using slotted line.
"Concisely, deduce the equation of measurement of Impedance of Antenna under test (AUT) using slotted line.",Antennas and Propagation,14. Antennas measurements,Winter 2023,1,4,,Low,TRUE,Derive the equation of measurement of Impedance of Antenna under test (AUT) using slotted line.
"In brief, deduce the equation of measurement of Impedance of Antenna under test (AUT) using slotted line.",Antennas and Propagation,14. Antennas measurements,Winter 2023,1,4,,Low,TRUE,Derive the equation of measurement of Impedance of Antenna under test (AUT) using slotted line.
"In brief, explain different modes of radio wave propagation (Ground, Sky, Space wave) and their definitions.",Antennas and Propagation,15. Radio wave propagation,"Summer 2022, Winter 2022, Summer 2023, Summer 2024, Winter 2024, Winter 2024, Summer 2025, Winter 2025",8,5.25,,High,TRUE,"Explain different modes of radio wave propagation (Ground, Sky, Space wave) and their definitions."
"Describe different modes of radio wave propagation (Ground, Sky, Space wave) and their definitions.",Antennas and Propagation,15. Radio wave propagation,"Summer 2022, Winter 2022, Summer 2023, Summer 2024, Winter 2024, Winter 2024, Summer 2025, Winter 2025",8,5.25,,High,TRUE,"Explain different modes of radio wave propagation (Ground, Sky, Space wave) and their definitions."
"Briefly, explain different modes of radio wave propagation (Ground, Sky, Space wave) and their definitions.",Antennas and Propagation,15. Radio wave propagation,"Summer 2022, Winter 2022, Summer 2023, Summer 2024, Winter 2024, Winter 2024, Summer 2025, Winter 2025",8,5.25,,High,TRUE,"Explain different modes of radio wave propagation (Ground, Sky, Space wave) and their definitions."
"To summarize, describe different modes of radio wave propagation (Ground, Sky, Space wave) and their definitions.",Antennas and Propagation,15. Radio wave propagation,"Summer 2022, Winter 2022, Summer 2023, Summer 2024, Winter 2024, Winter 2024, Summer 2025, Winter 2025",8,5.25,,High,TRUE,"Explain different modes of radio wave propagation (Ground, Sky, Space wave) and their definitions."
"In brief, describe different modes of radio wave propagation (Ground, Sky, Space wave) and their definitions.",Antennas and Propagation,15. Radio wave propagation,"Summer 2022, Winter 2022, Summer 2023, Summer 2024, Winter 2024, Winter 2024, Summer 2025, Winter 2025",8,5.25,,High,TRUE,"Explain different modes of radio wave propagation (Ground, Sky, Space wave) and their definitions."
"Describe terms with reference to Wave propagation: Super refraction, Multi hop Propagation, Skip distance, Virtual Height, MUF, critical frequency.",Antennas and Propagation,15. Radio wave propagation,"Winter 2021, Summer 2022, Winter 2022, Winter 2023, Summer 2024, Summer 2024, Winter 2024, Summer 2025, Summer 2025, Winter 2025, Winter 2025",11,4.27,,High,TRUE,"Explain terms with reference to Wave propagation: Super refraction, Multi hop Propagation, Skip distance, Virtual Height, MUF, critical frequency."
"Briefly, describe terms with reference to Wave propagation: Super refraction, Multi hop Propagation, Skip distance, Virtual Height, MUF, critical frequency.",Antennas and Propagation,15. Radio wave propagation,"Winter 2021, Summer 2022, Winter 2022, Winter 2023, Summer 2024, Summer 2024, Winter 2024, Summer 2025, Summer 2025, Winter 2025, Winter 2025",11,4.27,,High,TRUE,"Explain terms with reference to Wave propagation: Super refraction, Multi hop Propagation, Skip distance, Virtual Height, MUF, critical frequency."
"In short, discuss terms with reference to Wave propagation: Super refraction, Multi hop Propagation, Skip distance, Virtual Height, MUF, critical frequency.",Antennas and Propagation,15. Radio wave propagation,"Winter 2021, Summer 2022, Winter 2022, Winter 2023, Summer 2024, Summer 2024, Winter 2024, Summer 2025, Summer 2025, Winter 2025, Winter 2025",11,4.27,,High,TRUE,"Explain terms with reference to Wave propagation: Super refraction, Multi hop Propagation, Skip distance, Virtual Height, MUF, critical frequency."
"In short, explain terms with reference to Wave propagation: Super refraction, Multi hop Propagation, Skip distance, Virtual Height, MUF, critical frequency.",Antennas and Propagation,15. Radio wave propagation,"Winter 2021, Summer 2022, Winter 2022, Winter 2023, Summer 2024, Summer 2024, Winter 2024, Summer 2025, Summer 2025, Winter 2025, Winter 2025",11,4.27,,High,TRUE,"Explain terms with reference to Wave propagation: Super refraction, Multi hop Propagation, Skip distance, Virtual Height, MUF, critical frequency."
"To summarize, discuss terms with reference to Wave propagation: Super refraction, Multi hop Propagation, Skip distance, Virtual Height, MUF, critical frequency.",Antennas and Propagation,15. Radio wave propagation,"Winter 2021, Summer 2022, Winter 2022, Winter 2023, Summer 2024, Summer 2024, Winter 2024, Summer 2025, Summer 2025, Winter 2025, Winter 2025",11,4.27,,High,TRUE,"Explain terms with reference to Wave propagation: Super refraction, Multi hop Propagation, Skip distance, Virtual Height, MUF, critical frequency."
"To summarize, with figure describe the ionization layers and the structure of ionosphere.",Antennas and Propagation,15. Radio wave propagation,"Winter 2021, Summer 2022, Summer 2023, Summer 2025",4,4,,High,TRUE,With figure describe the ionization layers and the structure of ionosphere.
"Briefly, with figure describe the ionization layers and the structure of ionosphere.",Antennas and Propagation,15. Radio wave propagation,"Winter 2021, Summer 2022, Summer 2023, Summer 2025",4,4,,High,TRUE,With figure describe the ionization layers and the structure of ionosphere.
"In brief, with figure describe the ionization layers and the structure of ionosphere.",Antennas and Propagation,15. Radio wave propagation,"Winter 2021, Summer 2022, Summer 2023, Summer 2025",4,4,,High,TRUE,With figure describe the ionization layers and the structure of ionosphere.
"Concisely, with figure describe the ionization layers and the structure of ionosphere.",Antennas and Propagation,15. Radio wave propagation,"Winter 2021, Summer 2022, Summer 2023, Summer 2025",4,4,,High,TRUE,With figure describe the ionization layers and the structure of ionosphere.
"In short, with figure describe the ionization layers and the structure of ionosphere.",Antennas and Propagation,15. Radio wave propagation,"Winter 2021, Summer 2022, Summer 2023, Summer 2025",4,4,,High,TRUE,With figure describe the ionization layers and the structure of ionosphere.
"To summarize, explain Radio Horizon and Optical Horizon. Derive the equation of effective earth radius with proper diagram.",Antennas and Propagation,15. Radio wave propagation,Winter 2023,1,7,,Low,TRUE,Define Radio Horizon and Optical Horizon. Derive the equation of effective earth radius with proper diagram.
"Briefly, explain Radio Horizon and Optical Horizon. Derive the equation of effective earth radius with proper diagram.",Antennas and Propagation,15. Radio wave propagation,Winter 2023,1,7,,Low,TRUE,Define Radio Horizon and Optical Horizon. Derive the equation of effective earth radius with proper diagram.
"In brief, describe Radio Horizon and Optical Horizon. Derive the equation of effective earth radius with proper diagram.",Antennas and Propagation,15. Radio wave propagation,Winter 2023,1,7,,Low,TRUE,Define Radio Horizon and Optical Horizon. Derive the equation of effective earth radius with proper diagram.
"In brief, define Radio Horizon and Optical Horizon. Derive the equation of effective earth radius with proper diagram.",Antennas and Propagation,15. Radio wave propagation,Winter 2023,1,7,,Low,TRUE,Define Radio Horizon and Optical Horizon. Derive the equation of effective earth radius with proper diagram.
"In short, describe Radio Horizon and Optical Horizon. Derive the equation of effective earth radius with proper diagram.",Antennas and Propagation,15. Radio wave propagation,Winter 2023,1,7,,Low,TRUE,Define Radio Horizon and Optical Horizon. Derive the equation of effective earth radius with proper diagram.
"In brief, describe the following terms with figure: i) Duct propagation ii) Linear polarization.",Antennas and Propagation,15. Radio wave propagation,Summer 2023,1,4,,Low,TRUE,Define the following terms with figure: i) Duct propagation ii) Linear polarization.
"In short, describe the following terms with figure: i) Duct propagation ii) Linear polarization.",Antennas and Propagation,15. Radio wave propagation,Summer 2023,1,4,,Low,TRUE,Define the following terms with figure: i) Duct propagation ii) Linear polarization.
"Briefly, define the following terms with figure: i) Duct propagation ii) Linear polarization.",Antennas and Propagation,15. Radio wave propagation,Summer 2023,1,4,,Low,TRUE,Define the following terms with figure: i) Duct propagation ii) Linear polarization.
"Concisely, explain the following terms with figure: i) Duct propagation ii) Linear polarization.",Antennas and Propagation,15. Radio wave propagation,Summer 2023,1,4,,Low,TRUE,Define the following terms with figure: i) Duct propagation ii) Linear polarization.
"In brief, explain the following terms with figure: i) Duct propagation ii) Linear polarization.",Antennas and Propagation,15. Radio wave propagation,Summer 2023,1,4,,Low,TRUE,Define the following terms with figure: i) Duct propagation ii) Linear polarization.
Describe Scattering. Draw the diagram of Tropospheric scatter and explain it.,Antennas and Propagation,15. Radio wave propagation,Winter 2023,1,3,,Low,TRUE,Define Scattering. Draw the diagram of Tropospheric scatter and explain it.
"In short, describe Scattering. Draw the diagram of Tropospheric scatter and explain it.",Antennas and Propagation,15. Radio wave propagation,Winter 2023,1,3,,Low,TRUE,Define Scattering. Draw the diagram of Tropospheric scatter and explain it.
"In short, explain Scattering. Draw the diagram of Tropospheric scatter and explain it.",Antennas and Propagation,15. Radio wave propagation,Winter 2023,1,3,,Low,TRUE,Define Scattering. Draw the diagram of Tropospheric scatter and explain it.
"To summarize, define Scattering. Draw the diagram of Tropospheric scatter and explain it.",Antennas and Propagation,15. Radio wave propagation,Winter 2023,1,3,,Low,TRUE,Define Scattering. Draw the diagram of Tropospheric scatter and explain it.
"Briefly, explain Scattering. Draw the diagram of Tropospheric scatter and explain it.",Antennas and Propagation,15. Radio wave propagation,Winter 2023,1,3,,Low,TRUE,Define Scattering. Draw the diagram of Tropospheric scatter and explain it.
